cust_num,savg_acc,curr_acc,invt_acc,trans_dy,card_pay,mortg_ln,cdt_line,cust_age,cust_sex,cust_mar,cust_chd,cust_inc,cust_car,cust_chn
1847,17.460200,0.000000,12.449700,0,"cheq","yes","yes",82,"male","single",0,37498.200000,"yes","customer"
1851,12.229800,0.000000,135.424000,0,"cheq","yes","yes",31,"male","married",0,51015.700000,"yes","customer"
1858,17.786500,0.000000,9.545810,0,"acct","yes","yes",96,"male","single",2,29835.900000,"yes","customer"
1867,18.353500,0.000000,50.115600,0,"acct","no","yes",80,"male","single",1,13141.500000,"no","customer"
1871,0.000000,0.000000,2.766100,0,"acct","yes","yes",55,"female","married",1,26340.700000,"yes","invol_chn"
1873,1.909530,0.000000,25.957200,0,"acct","yes","yes",86,"female","single",0,69350.500000,"yes","customer"
1883,26.775900,0.000000,58.356300,1,"acct","no","yes",97,"female","married",1,51812.200000,"no","vol_churn"
1885,17.132500,0.000000,12.335800,0,"acct","no","yes",82,"female","married",1,49453.800000,"no","customer"
1888,27.974900,0.000000,58.092100,0,"giro","no","yes",62,"female","single",2,28787.400000,"no","customer"
1889,26.686900,0.000000,9.670350,0,"acct","yes","yes",79,"female","single",1,94278.700000,"yes","customer"
1901,17.391300,0.000000,41.485400,1,"giro","yes","yes",58,"male","single",2,12160.700000,"no","customer"
1905,25.971100,0.000000,10.946700,0,"acct","no","yes",35,"female","married",0,80659.100000,"no","customer"
1914,3.172000,0.000000,58.037500,0,"acct","no","yes",57,"male","married",1,35075.000000,"no","customer"
1918,2.462160,0.000000,109.734000,0,"giro","yes","yes",23,"male","married",1,43457.900000,"no","customer"
1919,25.986200,0.000000,21.093300,0,"acct","yes","yes",44,"male","single",1,82314.100000,"yes","customer"
1935,22.384600,0.000000,40.489900,0,"giro","no","yes",93,"female","single",1,13109.100000,"no","customer"
1937,7.830360,0.000000,121.462000,0,"acct","no","no",71,"male","married",2,51493.000000,"yes","customer"
1940,24.651900,0.000000,48.537500,0,"acct","no","no",65,"female","married",0,17700.400000,"no","vol_churn"
1942,22.799400,0.000000,20.262500,0,"acct","no","no",88,"male","married",1,13091.600000,"no","customer"
1943,17.215800,0.000000,31.558500,0,"cheq","no","no",55,"female","married",0,91708.400000,"no","customer"
1944,17.006600,0.000000,137.337000,2,"acct","yes","yes",28,"female","single",0,64335.000000,"yes","customer"
1957,9.007080,0.000000,38.162000,0,"cheq","yes","yes",88,"male","single",2,6704.780000,"no","customer"
1961,0.000000,0.000000,4.337730,0,"acct","yes","yes",52,"male","single",1,29870.000000,"no","invol_chn"
1962,0.268121,0.000000,16.366900,0,"cheq","yes","yes",45,"female","single",1,92187.100000,"yes","vol_churn"
1964,7.040220,0.000000,47.932700,0,"giro","yes","yes",69,"male","married",1,38302.700000,"no","customer"
1965,3.036190,0.000000,42.919500,0,"acct","yes","yes",54,"female","married",1,40027.600000,"yes","vol_churn"
1966,5.931100,5.061620,6.250250,0,"acct","yes","yes",26,"male","single",1,85774.300000,"no","vol_churn"
1968,0.000000,0.000000,1.512210,0,"cheq","no","yes",61,"male","married",2,25303.200000,"no","invol_chn"
1972,8.462790,0.000000,22.651300,0,"acct","yes","yes",51,"female","single",2,2638.110000,"yes","vol_churn"
1974,1.516170,0.000000,94.979400,0,"acct","no","yes",61,"female","married",0,10878.500000,"no","vol_churn"
1976,0.587137,8.237100,50.212600,0,"acct","yes","yes",34,"female","single",1,30234.800000,"no","vol_churn"
1978,11.745800,0.000000,54.839700,0,"cheq","yes","no",62,"female","single",2,13965.400000,"no","vol_churn"
1983,13.183100,0.000000,18.387000,0,"cheq","no","no",64,"female","single",1,45495.000000,"no","vol_churn"
1987,6.039610,0.000000,19.521700,0,"acct","no","yes",63,"female","married",1,22198.100000,"yes","vol_churn"
1988,20.085100,0.000000,59.198800,0,"cheq","no","no",21,"female","married",1,64557.800000,"yes","customer"
1990,29.863700,0.000000,52.220000,0,"giro","yes","yes",68,"female","married",2,62061.800000,"yes","customer"
1992,28.429200,0.000000,84.106300,0,"acct","yes","yes",48,"female","single",0,76142.000000,"no","customer"
1995,10.440400,0.000000,39.960600,1,"acct","yes","yes",47,"female","married",1,53298.700000,"no","vol_churn"
2002,0.000000,0.000000,2.983680,0,"cheq","yes","no",68,"male","married",0,14955.800000,"no","invol_chn"
2003,22.542600,0.000000,25.375400,0,"giro","yes","yes",67,"male","married",0,78319.300000,"no","customer"
2006,7.463370,0.000000,18.699200,0,"acct","yes","no",79,"male","married",0,34994.100000,"no","customer"
2012,29.420000,0.000000,54.629600,0,"acct","no","yes",81,"male","single",1,97205.200000,"no","customer"
2013,0.000000,0.000000,1.220470,1,"acct","no","yes",92,"female","single",0,51611.300000,"no","invol_chn"
2015,0.000000,0.000000,0.623215,0,"acct","yes","yes",84,"female","single",0,77462.000000,"no","vol_churn"
2021,29.418400,0.000000,332.464000,0,"acct","no","yes",62,"male","married",2,17888.700000,"no","customer"
2032,0.000000,0.000000,3.875520,0,"giro","yes","yes",59,"female","married",0,50290.700000,"no","invol_chn"
2033,0.000000,0.000000,4.143540,0,"giro","no","yes",52,"female","married",0,85073.700000,"no","invol_chn"
2044,1.484780,0.000000,83.874600,0,"acct","no","yes",36,"male","single",1,38348.100000,"no","customer"
2045,27.995800,5.328420,16.276400,0,"cheq","yes","yes",18,"female","married",0,28770.900000,"no","vol_churn"
2053,21.327800,0.000000,35.850200,0,"acct","no","yes",21,"female","married",2,30763.800000,"yes","vol_churn"
2054,4.198130,0.000000,114.627000,1,"cheq","no","yes",81,"female","married",2,3193.600000,"no","vol_churn"
2059,15.162600,0.000000,16.997300,0,"acct","no","yes",41,"female","married",0,33520.900000,"no","vol_churn"
2061,26.791300,0.000000,17.442900,0,"cheq","yes","yes",56,"female","married",0,11268.300000,"yes","vol_churn"
2062,26.039800,0.000000,10.209000,0,"acct","yes","yes",85,"male","single",1,79688.700000,"no","customer"
2063,17.620600,0.000000,71.034900,0,"acct","yes","yes",28,"male","single",2,88063.200000,"yes","customer"
2064,25.628700,0.000000,9.447460,0,"giro","yes","yes",89,"female","married",0,62229.600000,"no","vol_churn"
2070,8.810300,0.000000,9.290230,0,"giro","no","no",31,"female","single",0,41856.200000,"no","customer"
2072,24.070800,6.980810,27.757300,0,"giro","no","yes",28,"male","married",2,2056.060000,"yes","vol_churn"
2075,4.588440,7.662640,8.491070,0,"acct","no","yes",95,"male","single",0,38872.300000,"no","vol_churn"
2076,16.059800,0.000000,30.238100,0,"cheq","no","yes",39,"male","married",1,89928.500000,"no","customer"
2080,3.941390,0.000000,7.532950,0,"giro","no","yes",37,"female","single",0,74018.400000,"yes","customer"
2087,15.193600,0.000000,24.547100,0,"acct","no","no",30,"male","married",0,15819.600000,"no","customer"
2093,11.592900,0.000000,94.889800,1,"acct","no","yes",96,"male","single",2,25826.400000,"no","customer"
2094,0.250512,0.000000,32.187900,0,"acct","no","yes",39,"male","single",2,18569.200000,"no","customer"
2096,2.203300,0.000000,9.886340,0,"acct","no","no",97,"male","single",0,27498.100000,"no","customer"
2098,0.178787,0.000000,6.512630,0,"acct","yes","no",62,"female","married",0,37121.700000,"yes","vol_churn"
2106,22.435800,0.000000,41.710800,0,"acct","no","no",30,"male","single",2,23464.000000,"yes","customer"
2111,20.879800,4.498280,66.599600,0,"cheq","yes","no",54,"female","married",0,69641.600000,"no","customer"
2114,26.996000,0.000000,13.011300,0,"acct","yes","yes",37,"male","married",2,91272.200000,"yes","customer"
2117,19.135900,0.000000,9.145340,0,"acct","no","yes",59,"female","married",1,77374.600000,"yes","vol_churn"
2124,22.486400,0.000000,151.611000,0,"giro","yes","no",56,"male","married",2,85275.000000,"no","customer"
2132,17.489500,0.000000,39.623400,0,"acct","no","no",36,"female","married",2,47639.100000,"no","customer"
2135,0.514513,1.882050,21.864900,0,"cheq","yes","yes",39,"female","married",0,86770.400000,"no","vol_churn"
2146,0.583769,0.000000,150.985000,0,"acct","yes","no",27,"female","married",2,53067.200000,"yes","customer"
2151,26.571400,0.000000,25.265600,0,"acct","yes","yes",81,"female","married",0,71816.100000,"yes","customer"
2156,22.823400,0.000000,63.298200,0,"acct","yes","yes",84,"female","single",1,60362.100000,"no","vol_churn"
2163,29.922400,0.000000,8.797720,0,"cheq","no","no",60,"female","single",0,93322.100000,"yes","customer"
2165,26.695500,0.000000,9.464440,0,"acct","yes","no",96,"male","married",1,8663.420000,"no","customer"
2170,0.000000,0.000000,1.445630,0,"acct","no","yes",56,"male","married",2,11607.600000,"no","invol_chn"
2174,5.334430,0.000000,103.308000,0,"acct","yes","no",54,"male","married",2,23537.600000,"yes","customer"
2176,15.288900,0.000000,52.279800,1,"acct","no","yes",44,"male","married",1,91008.700000,"yes","customer"
2179,13.192100,0.000000,63.024300,0,"cheq","no","no",26,"male","single",1,31166.600000,"no","vol_churn"
2180,22.305200,0.000000,51.703900,0,"acct","no","yes",54,"male","married",0,52284.700000,"no","customer"
2182,21.637200,0.000000,139.208000,0,"giro","no","yes",94,"female","married",1,87404.600000,"no","vol_churn"
2185,14.638000,0.000000,99.001600,0,"acct","no","yes",35,"male","single",0,63782.600000,"no","customer"
2187,27.420500,0.000000,23.724300,0,"acct","no","yes",77,"male","married",2,49910.700000,"yes","customer"
2188,2.860020,0.000000,75.727700,0,"giro","no","yes",48,"female","married",0,98129.000000,"no","vol_churn"
2189,11.968400,0.000000,25.585000,0,"acct","yes","yes",66,"male","married",2,76161.400000,"yes","customer"
2191,23.239500,0.000000,80.648100,0,"giro","no","yes",97,"female","single",1,12686.000000,"no","vol_churn"
2192,20.320300,0.000000,68.909900,0,"cheq","no","yes",62,"male","married",0,56702.500000,"no","customer"
2194,0.000000,0.000000,4.023310,0,"acct","yes","yes",18,"female","married",1,67112.700000,"no","customer"
2196,19.980600,0.000000,10.465400,0,"acct","no","yes",51,"male","married",1,64880.000000,"no","customer"
2197,13.129000,0.000000,41.346000,0,"cheq","no","no",34,"female","single",1,51472.300000,"yes","customer"
2200,21.721600,0.000000,14.364900,0,"acct","no","yes",71,"male","single",0,12860.500000,"no","customer"
2201,19.284800,2.025630,14.382700,1,"giro","no","no",30,"female","married",2,85394.000000,"yes","vol_churn"
2205,6.992830,0.000000,75.487400,0,"acct","no","yes",18,"male","single",2,87708.000000,"no","customer"
2211,19.885100,9.577470,19.208400,0,"cheq","no","yes",75,"female","married",2,25738.400000,"no","vol_churn"
2215,7.727350,0.000000,255.236000,0,"acct","yes","yes",84,"male","married",0,50290.700000,"no","customer"
2216,22.163000,0.000000,37.090900,0,"acct","yes","yes",48,"male","single",0,12134.700000,"yes","customer"
2220,1.469040,0.000000,43.978500,0,"acct","no","yes",43,"female","single",1,86252.800000,"yes","vol_churn"
2221,8.460540,0.000000,116.249000,0,"giro","no","yes",94,"male","married",0,87630.500000,"yes","customer"
2226,20.242100,0.000000,25.125600,0,"acct","yes","no",19,"male","married",2,92981.200000,"yes","customer"
2239,23.561800,0.000000,21.117400,0,"cheq","no","yes",75,"male","married",2,71035.400000,"no","customer"
2251,29.554600,0.000000,62.818600,0,"cheq","no","yes",78,"female","married",2,26449.800000,"yes","vol_churn"
2254,13.863700,0.000000,18.815700,0,"acct","no","no",26,"male","single",1,76074.100000,"yes","customer"
2256,17.379700,6.212430,51.178300,0,"acct","yes","yes",90,"female","married",1,56722.800000,"no","vol_churn"
2258,18.669300,0.000000,12.216000,0,"acct","yes","no",39,"female","married",1,23012.600000,"no","customer"
2264,12.598300,0.000000,14.191500,0,"acct","no","yes",23,"female","single",2,48162.000000,"no","customer"
2266,24.892100,0.000000,28.823100,0,"acct","no","yes",22,"male","single",1,27778.200000,"no","vol_churn"
2268,16.502200,0.000000,5.666430,0,"cheq","no","yes",37,"female","single",0,71570.300000,"no","customer"
2270,23.703800,0.000000,126.969000,0,"giro","yes","yes",83,"female","married",0,98056.300000,"no","vol_churn"
2278,11.568300,0.000000,70.894600,0,"acct","yes","yes",53,"male","single",1,76394.000000,"no","customer"
2279,15.277700,0.000000,25.624300,0,"acct","yes","yes",79,"female","married",2,87297.900000,"yes","vol_churn"
2280,14.208700,0.000000,43.024700,0,"acct","yes","yes",38,"female","married",0,56518.400000,"yes","customer"
2286,8.863080,0.000000,72.104900,0,"acct","no","yes",92,"male","single",2,8014.590000,"no","customer"
2288,0.417484,7.356030,208.196000,0,"acct","no","yes",87,"female","single",0,59232.800000,"no","vol_churn"
2289,4.193050,0.000000,161.815000,0,"acct","yes","yes",76,"male","married",1,72996.000000,"no","customer"
2301,11.059000,0.000000,30.233100,0,"acct","no","yes",29,"male","married",1,69294.700000,"yes","customer"
2304,0.000000,0.000000,2.245390,0,"cheq","no","no",83,"male","single",0,91926.000000,"no","invol_chn"
2305,0.000000,0.000000,3.453140,0,"cheq","no","no",49,"female","single",0,45818.700000,"no","invol_chn"
2312,0.000000,0.000000,4.111080,0,"acct","yes","yes",61,"male","single",0,5898.900000,"no","customer"
2317,27.565800,0.000000,37.294900,0,"giro","no","yes",50,"male","married",2,14543.100000,"no","customer"
2319,9.172660,0.000000,13.609500,0,"cheq","no","yes",25,"male","married",0,52366.400000,"yes","customer"
2320,29.943700,0.000000,48.605900,0,"acct","yes","yes",56,"female","single",1,49553.900000,"yes","vol_churn"
2322,12.345100,0.000000,7.757230,0,"giro","no","no",58,"female","single",1,540.406000,"yes","customer"
2324,27.055100,1.982780,78.376100,1,"acct","yes","yes",57,"female","married",0,57255.400000,"no","vol_churn"
2326,7.991190,7.340120,87.884400,0,"cheq","yes","yes",22,"female","single",1,71941.500000,"yes","vol_churn"
2337,16.922100,0.000000,93.299400,0,"acct","yes","no",83,"male","single",2,65330.200000,"yes","customer"
2343,27.830300,5.199010,48.696000,0,"acct","yes","no",25,"male","married",2,67339.800000,"no","customer"
2350,14.390400,0.000000,8.038110,0,"acct","no","yes",79,"female","single",2,15688.500000,"no","vol_churn"
2355,18.721500,0.000000,91.559600,0,"acct","no","yes",53,"female","single",1,68767.000000,"yes","vol_churn"
2356,0.000000,0.000000,4.759420,0,"acct","yes","yes",27,"female","married",0,50290.700000,"yes","invol_chn"
2362,7.429840,0.000000,7.438510,0,"acct","no","yes",78,"female","married",2,92103.800000,"no","vol_churn"
2363,25.033500,7.330960,54.800600,0,"cheq","no","no",55,"female","single",2,8392.140000,"yes","vol_churn"
2367,29.648000,0.000000,55.929100,0,"cheq","yes","yes",32,"female","married",2,16705.600000,"no","customer"
2376,22.125500,0.000000,22.386000,0,"acct","yes","yes",48,"male","married",2,69005.600000,"no","customer"
2378,13.938300,6.611650,78.217000,0,"acct","yes","yes",68,"female","married",1,81641.200000,"yes","customer"
2379,19.062500,0.358172,15.982600,1,"giro","no","yes",40,"male","married",1,62789.900000,"no","customer"
2386,28.708100,0.000000,61.486200,0,"giro","no","no",54,"male","single",1,13428.500000,"no","customer"
2387,12.059200,0.000000,27.387900,1,"giro","yes","no",41,"female","married",1,3920.430000,"yes","customer"
2398,26.458700,0.000000,95.682000,0,"giro","yes","no",77,"male","married",1,31841.700000,"yes","customer"
2400,29.224400,0.000000,35.140600,0,"cheq","yes","yes",27,"female","married",2,22137.000000,"no","vol_churn"
2403,7.706070,4.558100,43.209900,0,"acct","yes","yes",74,"male","married",2,70908.700000,"no","vol_churn"
2406,12.892400,0.000000,53.817400,0,"giro","yes","no",66,"female","married",2,67239.400000,"no","vol_churn"
2407,6.906470,7.217700,128.106000,1,"acct","yes","yes",70,"male","married",1,69406.700000,"yes","vol_churn"
2410,0.000000,0.000000,4.461580,0,"acct","no","yes",76,"female","married",2,83259.300000,"no","vol_churn"
2412,0.000000,0.000000,0.542815,0,"cheq","yes","yes",66,"male","married",0,42898.200000,"yes","invol_chn"
2413,12.464900,0.000000,65.401900,3,"acct","no","no",33,"male","married",1,78877.500000,"no","customer"
2414,13.623600,0.000000,28.228300,0,"acct","yes","yes",54,"male","married",0,68438.300000,"no","customer"
2417,12.007900,0.000000,62.225900,0,"cheq","no","yes",67,"male","single",0,9448.620000,"yes","customer"
2418,1.716040,0.000000,116.140000,0,"giro","no","yes",34,"male","single",2,60095.200000,"yes","customer"
2420,9.137120,6.295550,47.851600,0,"giro","yes","yes",19,"male","married",1,20818.500000,"no","vol_churn"
2421,15.271400,0.000000,49.420800,0,"acct","yes","no",82,"female","married",1,11895.700000,"no","vol_churn"
2422,0.000000,0.000000,4.213750,0,"acct","yes","no",70,"female","married",1,6388.650000,"no","invol_chn"
2425,16.371700,0.000000,7.006880,0,"cheq","no","yes",97,"female","married",1,51261.900000,"yes","vol_churn"
2426,21.689000,3.460630,17.375000,0,"acct","yes","yes",93,"male","married",1,76511.300000,"no","vol_churn"
2428,0.000000,0.000000,3.387790,0,"acct","yes","yes",19,"male","married",2,58774.900000,"yes","invol_chn"
2433,28.164200,0.000000,249.961000,0,"acct","yes","yes",86,"female","single",2,84453.100000,"no","customer"
2434,21.493500,0.000000,32.744700,0,"acct","yes","no",73,"female","married",2,33607.000000,"no","vol_churn"
2437,17.706100,8.321470,17.176600,0,"acct","no","yes",73,"female","married",1,84601.400000,"no","vol_churn"
2444,29.538600,0.000000,98.260500,0,"acct","no","yes",50,"male","single",2,86905.400000,"yes","customer"
2447,12.329000,2.457320,47.588200,0,"cheq","no","no",87,"female","single",2,96025.500000,"no","vol_churn"
2448,0.000000,0.000000,3.365710,1,"cheq","no","no",59,"female","married",2,36660.900000,"yes","invol_chn"
2449,10.690300,0.000000,38.394100,0,"cheq","no","yes",23,"male","married",2,24457.600000,"yes","vol_churn"
2452,18.032100,0.000000,57.292700,0,"acct","yes","no",71,"male","married",2,36439.800000,"yes","customer"
2455,22.559800,0.000000,410.611000,0,"cheq","yes","no",24,"female","single",2,98226.200000,"yes","customer"
2461,20.866900,0.864841,19.780700,0,"acct","no","yes",86,"male","single",1,94188.300000,"no","customer"
2471,10.288800,4.831850,13.890300,0,"giro","no","no",55,"female","married",0,25080.600000,"yes","vol_churn"
2477,27.396800,0.000000,51.474500,0,"giro","yes","yes",69,"female","married",2,63670.800000,"yes","vol_churn"
2478,29.735800,5.241280,35.732100,0,"acct","no","yes",40,"male","single",0,5282.600000,"no","vol_churn"
2486,4.794710,0.000000,39.761900,1,"cheq","yes","yes",79,"female","single",0,77644.100000,"no","customer"
2494,22.606800,0.000000,89.590600,1,"acct","yes","yes",78,"male","single",0,80693.100000,"no","customer"
2495,0.637549,0.000000,52.224300,0,"acct","no","no",46,"female","married",0,50290.700000,"yes","vol_churn"
2496,3.974180,0.000000,169.071000,0,"acct","no","yes",40,"female","married",2,91051.000000,"yes","vol_churn"
2498,16.498200,6.432690,59.498000,0,"cheq","yes","yes",41,"female","married",0,89915.000000,"no","vol_churn"
2501,0.000000,0.000000,3.710980,0,"acct","no","yes",19,"female","single",1,90205.600000,"yes","invol_chn"
2507,0.268394,0.000000,25.793300,0,"acct","yes","yes",70,"male","single",2,14799.800000,"no","customer"
2508,6.191980,4.480210,7.831470,0,"cheq","yes","yes",70,"male","married",1,74381.500000,"no","vol_churn"
2510,25.647000,0.000000,15.309400,0,"cheq","no","no",83,"male","married",1,9132.910000,"no","customer"
2514,16.251200,0.000000,66.621600,0,"acct","no","no",77,"male","married",2,29277.800000,"no","customer"
2521,3.327520,0.000000,99.324300,0,"giro","no","yes",91,"female","married",0,99309.000000,"no","vol_churn"
2522,26.348300,4.593370,86.095600,0,"acct","no","yes",73,"female","single",0,78564.700000,"no","customer"
2528,15.305200,0.000000,8.552390,0,"acct","no","yes",49,"male","single",1,63230.300000,"no","customer"
2530,16.649600,0.000000,130.563000,0,"acct","no","no",56,"male","single",1,98533.300000,"no","customer"
2531,12.810500,5.757780,101.556000,0,"acct","no","yes",79,"female","married",0,50530.800000,"no","vol_churn"
2534,4.808910,0.000000,52.042900,0,"acct","yes","no",91,"female","married",2,8502.990000,"no","vol_churn"
2540,23.251500,0.000000,10.619300,0,"acct","yes","yes",46,"male","single",0,14865.800000,"yes","customer"
2549,1.760330,0.000000,72.561700,0,"acct","yes","no",47,"male","married",0,84743.700000,"yes","customer"
2564,8.871360,0.000000,81.172700,1,"giro","yes","yes",89,"male","married",2,64009.700000,"no","customer"
2569,0.000000,0.000000,4.892660,0,"acct","yes","yes",84,"male","married",0,20159.500000,"no","vol_churn"
2570,11.262200,0.000000,83.638900,0,"cheq","no","no",73,"female","single",2,85184.600000,"no","vol_churn"
2574,28.236000,0.000000,36.964300,0,"cheq","no","yes",77,"female","married",0,17021.600000,"no","vol_churn"
2579,1.887150,0.000000,13.159800,0,"acct","yes","yes",43,"female","single",0,96854.300000,"no","vol_churn"
2586,9.087890,0.000000,11.394300,0,"acct","yes","yes",93,"female","single",1,31240.300000,"yes","customer"
2590,4.279680,0.000000,76.616700,0,"acct","no","yes",25,"female","single",2,61463.700000,"no","customer"
2591,29.948200,0.000000,312.202000,0,"giro","no","no",97,"male","married",1,9148.270000,"no","customer"
2592,25.711000,0.000000,15.603000,0,"acct","no","yes",36,"female","single",0,58488.300000,"yes","customer"
2595,18.254900,0.000000,47.448900,0,"giro","yes","yes",25,"male","married",0,4592.800000,"no","vol_churn"
2596,2.408230,0.000000,50.506900,0,"giro","no","yes",61,"female","married",2,30998.800000,"no","customer"
2598,1.849210,0.000000,34.177600,0,"acct","yes","no",64,"male","married",1,36510.900000,"no","customer"
2600,11.402100,0.000000,62.529300,0,"acct","no","yes",88,"male","married",1,43378.200000,"no","customer"
2601,23.448900,0.000000,98.126300,3,"acct","no","no",18,"male","married",1,76137.800000,"no","customer"
2605,12.793000,0.000000,17.179300,0,"acct","no","yes",72,"female","single",2,63291.100000,"yes","vol_churn"
2608,10.402500,0.000000,10.118200,1,"acct","yes","yes",92,"male","married",1,81271.100000,"no","customer"
2613,28.684200,1.374330,13.292000,0,"acct","no","yes",40,"female","married",0,47750.400000,"yes","vol_churn"
2615,27.335000,0.000000,75.277600,0,"cheq","no","yes",88,"male","married",2,71686.200000,"yes","customer"
2617,22.069200,0.000000,140.862000,0,"cheq","no","yes",29,"female","single",1,73874.100000,"yes","customer"
2621,0.000000,0.000000,1.460820,0,"cheq","yes","yes",21,"male","single",0,15924.200000,"no","customer"
2622,13.705000,0.000000,171.469000,0,"acct","yes","yes",67,"male","married",0,93201.300000,"no","customer"
2624,19.020400,0.000000,52.260800,0,"acct","yes","yes",74,"male","single",1,18064.400000,"yes","customer"
2633,2.397730,0.000000,15.518800,0,"acct","yes","no",61,"female","single",0,45667.100000,"yes","vol_churn"
2639,13.454000,0.000000,21.091900,0,"giro","yes","yes",77,"male","single",0,73850.000000,"no","customer"
2640,23.172500,0.000000,87.396900,0,"acct","no","no",21,"female","single",2,21709.700000,"no","vol_churn"
2645,0.000000,0.000000,0.566024,0,"acct","yes","yes",18,"female","married",0,29696.100000,"no","invol_chn"
2646,2.841350,0.000000,24.446800,0,"cheq","no","no",71,"female","married",2,49745.300000,"no","customer"
2656,13.249900,0.000000,79.936000,0,"acct","yes","yes",32,"male","single",1,54164.900000,"no","customer"
2658,7.756770,0.000000,19.567900,0,"acct","no","no",52,"female","single",0,15906.000000,"yes","vol_churn"
2660,3.986020,0.103954,53.689000,2,"cheq","yes","yes",78,"female","married",0,50290.700000,"no","customer"
2663,13.314800,0.000000,157.814000,1,"cheq","yes","no",84,"female","married",1,83850.500000,"yes","vol_churn"
2680,18.421700,6.464100,28.066500,0,"cheq","yes","no",35,"female","married",2,50968.900000,"no","vol_churn"
2683,7.062180,0.000000,21.997400,0,"acct","no","yes",38,"female","married",2,60060.500000,"no","customer"
2684,0.000000,0.000000,3.016270,0,"acct","yes","yes",33,"female","single",0,36486.400000,"no","customer"
2688,27.497200,0.000000,6.153650,0,"giro","no","no",56,"female","married",1,87302.600000,"no","vol_churn"
2692,17.405100,0.000000,6.315060,1,"acct","yes","yes",20,"female","single",2,43046.400000,"yes","customer"
2697,22.467300,4.169820,43.342700,0,"acct","no","yes",20,"female","married",2,88427.000000,"no","customer"
2701,23.779500,0.000000,114.435000,0,"cheq","no","no",45,"male","married",2,37877.600000,"no","customer"
2703,29.796400,9.895450,216.295000,0,"giro","yes","yes",19,"male","single",0,5930.860000,"yes","vol_churn"
2705,8.377020,0.000000,16.443800,0,"acct","no","yes",58,"male","married",2,61334.800000,"yes","customer"
2711,6.999290,1.151970,165.868000,0,"acct","yes","yes",85,"female","single",0,16175.600000,"no","vol_churn"
2713,13.697300,0.000000,74.180200,1,"cheq","no","yes",90,"female","single",2,97445.200000,"yes","vol_churn"
2714,12.249000,0.000000,193.892000,0,"giro","no","yes",85,"male","single",2,75639.800000,"no","customer"
2726,24.595500,0.000000,30.198700,0,"cheq","no","yes",58,"male","married",1,32981.600000,"yes","customer"
2732,5.500950,4.513320,42.638700,0,"giro","no","yes",94,"male","married",0,83876.400000,"yes","vol_churn"
2734,9.395590,0.000000,13.900300,0,"cheq","yes","yes",90,"male","single",2,81997.000000,"no","customer"
2737,24.871700,0.000000,29.221200,0,"acct","yes","yes",37,"male","single",0,83378.300000,"yes","customer"
2738,17.150100,0.000000,148.600000,0,"cheq","yes","yes",31,"female","married",1,82388.200000,"no","customer"
2740,29.523400,0.000000,167.321000,0,"giro","no","yes",64,"male","married",2,80289.100000,"no","customer"
2742,23.793100,0.000000,85.746300,0,"acct","no","yes",86,"female","married",2,23816.600000,"yes","vol_churn"
2743,22.352900,0.000000,13.609500,0,"acct","no","yes",26,"female","single",0,41340.600000,"no","customer"
2748,22.980300,0.000000,32.368700,0,"acct","yes","yes",34,"female","single",2,90856.900000,"no","customer"
2749,2.870660,0.000000,262.916000,0,"acct","no","yes",39,"female","single",0,58623.800000,"no","customer"
2753,28.326900,0.000000,10.851600,0,"giro","no","yes",48,"female","married",2,95429.700000,"no","vol_churn"
2757,7.135210,0.000000,36.243800,0,"cheq","no","yes",59,"female","single",2,59478.800000,"no","vol_churn"
2762,0.082955,0.000000,8.415320,0,"giro","no","yes",38,"male","married",1,50535.800000,"yes","customer"
2767,28.874000,0.000000,92.524500,0,"cheq","no","yes",62,"male","married",2,33361.300000,"yes","customer"
2770,0.000000,0.000000,2.632030,0,"acct","no","yes",75,"female","married",2,55272.700000,"yes","invol_chn"
2771,12.280000,0.000000,10.419300,0,"cheq","yes","no",56,"female","married",0,50290.700000,"no","vol_churn"
2772,2.395160,0.000000,57.130700,0,"giro","yes","yes",39,"male","married",0,110.284000,"no","customer"
2774,1.718210,0.000000,12.858300,3,"acct","no","yes",32,"male","single",2,5565.430000,"yes","customer"
2778,0.000000,0.000000,3.460130,0,"acct","yes","no",70,"female","married",1,22845.100000,"no","invol_chn"
2785,24.933400,9.127010,12.799700,0,"acct","yes","yes",71,"female","married",2,80844.500000,"no","vol_churn"
2788,0.000000,0.000000,0.804101,1,"giro","no","no",63,"female","married",0,88791.500000,"no","invol_chn"
2789,0.578131,0.000000,203.516000,0,"acct","yes","yes",67,"female","married",2,88177.100000,"yes","vol_churn"
2790,9.187510,0.000000,34.259000,0,"giro","yes","no",71,"male","married",0,37113.600000,"no","customer"
2793,6.124300,0.000000,14.785900,0,"cheq","yes","yes",58,"male","married",1,4054.550000,"yes","customer"
2794,18.550600,0.000000,52.801200,0,"acct","yes","yes",61,"female","single",1,32533.900000,"no","vol_churn"
2798,13.156000,0.000000,35.867600,0,"acct","yes","no",21,"male","married",2,61825.500000,"no","customer"
2799,22.146400,0.000000,8.919390,0,"acct","no","no",35,"male","married",1,38997.700000,"no","customer"
2801,2.359480,0.000000,36.908200,0,"cheq","yes","no",61,"male","married",1,15865.500000,"no","customer"
2803,10.042700,0.000000,46.311800,0,"giro","yes","yes",53,"male","single",1,37111.500000,"yes","customer"
2804,18.759400,0.000000,15.293800,0,"acct","yes","no",73,"female","married",2,87182.700000,"yes","vol_churn"
